case_id,d,k,period,index,candidate_rank,period_divides_rank,index_divides_rank,obstruction_prediction,constructed_lift_success,max_relation_residual,is_minimal_success,ordinary_rank_r_loss,lifted_rank_r_loss,branch_projective_loss,extra_capacity_label,prediction_note,lift_kind,ordinary_untwisted_descent_on_original_rank,original_class_vanishes_on_same_cover,interpretation
d2_k1,2,1,2,2,1,False,False,obstructed,False,2.0,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 1 is obstructed for the k=1, d=2 central period-index system; no ordinary same-cover trivialization is claimed."
d2_k1,2,1,2,2,2,True,True,lift_success,True,1.7319121124709866e-16,True,0.0,0.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 2 is a projective/Morita lift rank for the k=1, d=2 central period-index system; it absorbs the class in the lifted representation."
d2_k1,2,1,2,2,3,False,False,obstructed,False,1.1547005383792517,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 3 is obstructed for the k=1, d=2 central period-index system; no ordinary same-cover trivialization is claimed."
d2_k1,2,1,2,2,4,True,True,lift_success,True,1.7319121124709866e-16,False,0.0,0.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 4 is a projective/Morita lift rank for the k=1, d=2 central period-index system; it absorbs the class in the lifted representation."
d2_k1,2,1,2,2,5,False,False,obstructed,False,0.8944271909999159,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 5 is obstructed for the k=1, d=2 central period-index system; no ordinary same-cover trivialization is claimed."
d2_k1,2,1,2,2,6,True,True,lift_success,True,1.7319121124709868e-16,False,0.0,0.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 6 is a projective/Morita lift rank for the k=1, d=2 central period-index system; it absorbs the class in the lifted representation."
d2_k2,2,2,2,4,1,False,False,obstructed,False,2.0,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 1 is obstructed for the k=2, d=2 central period-index system; no ordinary same-cover trivialization is claimed."
d2_k2,2,2,2,4,2,True,False,obstructed,False,2.0,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 2 is divisible by the period 2, but not by the index 4; period divisibility alone is not enough."
d2_k2,2,2,2,4,3,False,False,obstructed,False,2.0,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 3 is obstructed for the k=2, d=2 central period-index system; no ordinary same-cover trivialization is claimed."
d2_k2,2,2,2,4,4,True,True,lift_success,True,1.7319121124709866e-16,True,0.0,0.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 4 is a projective/Morita lift rank for the k=2, d=2 central period-index system; it absorbs the class in the lifted representation."
d2_k2,2,2,2,4,5,False,False,obstructed,False,0.8944271909999159,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 5 is obstructed for the k=2, d=2 central period-index system; no ordinary same-cover trivialization is claimed."
d2_k2,2,2,2,4,6,True,False,obstructed,False,1.1547005383792517,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 6 is divisible by the period 2, but not by the index 4; period divisibility alone is not enough."
d2_k2,2,2,2,4,7,False,False,obstructed,False,1.3093073414159542,False,1.0,1.0,0.0,projective_branch_extra_capacity,algebraic period-index proxy only; no MNIST/CIFAR claim,finite_rank_projective_or_morita_lift,False,False,"rank 7 is obstructed for the k=2, d=2 central period-index system; no ordinary same-cover trivialization is claimed."
