seed,layer,source,target,path_relation,method,selected,fit_residual,transport_validation_residual,transport_test_residual,condition_number,effective_rank,singular_value_spread,inverse_consistency,bootstrap_instability_mean,bootstrap_instability_ci_low,bootstrap_instability_ci_high
3,early,M_ACB,M_CAB,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_CAB,M_ACB,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_CAB,M_ACB,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_CAB,M_ACB,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_CAB,M_ACB,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_BAC,M_BCA,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_BAC,M_BCA,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_BAC,M_BCA,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_BAC,M_BCA,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_BCA,M_BAC,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_BCA,M_BAC,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_BCA,M_BAC,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_BCA,M_BAC,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_BCA,M_CBA,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_BCA,M_CBA,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_BCA,M_CBA,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_BCA,M_CBA,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_CBA,M_BCA,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_CBA,M_BCA,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_CBA,M_BCA,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_CBA,M_BCA,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_CAB,M_CBA,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_CAB,M_CBA,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_CAB,M_CBA,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_CAB,M_CBA,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_CBA,M_CAB,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_CBA,M_CAB,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_CBA,M_CAB,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_CBA,M_CAB,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_AB,M_BA,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_AB,M_BA,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_AB,M_BA,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_AB,M_BA,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_BA,M_AB,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_BA,M_AB,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_BA,M_AB,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_BA,M_AB,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_AC,M_CA,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_AC,M_CA,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_AC,M_CA,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_AC,M_CA,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_CA,M_AC,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_CA,M_AC,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_CA,M_AC,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_CA,M_AC,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_BC,M_CB,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_BC,M_CB,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_BC,M_CB,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_BC,M_CB,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_CB,M_BC,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_CB,M_BC,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_CB,M_BC,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_CB,M_BC,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_A,M_B,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_A,M_B,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_A,M_B,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_A,M_B,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_B,M_A,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_B,M_A,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_B,M_A,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_B,M_A,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_A,M_C,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_A,M_C,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_A,M_C,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_A,M_C,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_C,M_A,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_C,M_A,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_C,M_A,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_C,M_A,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_B,M_C,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_B,M_C,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_B,M_C,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_B,M_C,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,early,M_C,M_B,same_depth_closing,orthogonal_procrustes,True,3.551912222942939e-15,3.551977276745266e-15,3.56364106199874e-15,1.000000000000001,32,9.992007221626409e-16,5.02275342940024e-15,3.2108138926847476e-15,2.7573880605651352e-15,3.812311500030758e-15
3,early,M_C,M_B,same_depth_closing,ridge_linear,False,2.49221653503345e-06,2.5755967671213495e-06,2.591069740211422e-06,1.0000362678380885,32,3.6266520366257105e-05,,,,
3,early,M_C,M_B,same_depth_closing,low_rank_residual,False,2.03908550477747e-06,2.123323337058196e-06,2.129862428279466e-06,1.0000363344024406,32,3.6333082299666586e-05,,,,
3,early,M_C,M_B,same_depth_closing,whitened_cca,False,4.203139640910901e-15,4.3285474304335826e-15,4.3143762155348915e-15,1.0000000000000286,32,2.853273173286652e-14,,,,
3,mid,M0,M_A,forward_lineage,orthogonal_procrustes,True,1.3108991934751398e-15,1.3138191023365668e-15,1.3066713386351156e-15,1.000000000000002,32,1.887379141862766e-15,2.5963004898715615e-15,1.981029971268361e-15,1.6023862835332546e-15,2.6047632217293657e-15
3,mid,M0,M_A,forward_lineage,ridge_linear,False,1.1359775102048955e-06,1.1965523350029867e-06,1.1948701134939577e-06,1.0000043286636007,32,4.328644106377233e-06,,,,
3,mid,M0,M_A,forward_lineage,low_rank_residual,False,7.94774761579686e-07,8.613124127229335e-07,8.593821630403717e-07,1.0000045035491316,32,4.50352884973082e-06,,,,
3,mid,M0,M_A,forward_lineage,whitened_cca,False,4.2926285757921615e-15,4.410441426927964e-15,4.394972387277734e-15,1.0000000000000038,32,3.774758283725532e-15,,,,
3,mid,M_A,M0,reverse_lineage,orthogonal_procrustes,True,1.3108991934751398e-15,1.3138191023365668e-15,1.3066713386351156e-15,1.000000000000002,32,1.887379141862766e-15,2.5963004898715615e-15,1.981029971268361e-15,1.6023862835332546e-15,2.6047632217293657e-15
3,mid,M_A,M0,reverse_lineage,ridge_linear,False,1.1359775102048955e-06,1.1965523350029867e-06,1.1948701134939577e-06,1.0000043286636007,32,4.328644106377233e-06,,,,
3,mid,M_A,M0,reverse_lineage,low_rank_residual,False,7.94774761579686e-07,8.613124127229335e-07,8.593821630403717e-07,1.0000045035491316,32,4.50352884973082e-06,,,,
3,mid,M_A,M0,reverse_lineage,whitened_cca,False,4.2926285757921615e-15,4.410441426927964e-15,4.394972387277734e-15,1.0000000000000038,32,3.774758283725532e-15,,,,
3,mid,M0,M_B,forward_lineage,orthogonal_procrustes,True,1.3108991934751398e-15,1.3138191023365668e-15,1.3066713386351156e-15,1.000000000000002,32,1.887379141862766e-15,2.5963004898715615e-15,1.981029971268361e-15,1.6023862835332546e-15,2.6047632217293657e-15
3,mid,M0,M_B,forward_lineage,ridge_linear,False,1.1359775102048955e-06,1.1965523350029867e-06,1.1948701134939577e-06,1.0000043286636007,32,4.328644106377233e-06,,,,
3,mid,M0,M_B,forward_lineage,low_rank_residual,False,7.94774761579686e-07,8.613124127229335e-07,8.593821630403717e-07,1.0000045035491316,32,4.50352884973082e-06,,,,
3,mid,M0,M_B,forward_lineage,whitened_cca,False,4.2926285757921615e-15,4.410441426927964e-15,4.394972387277734e-15,1.0000000000000038,32,3.774758283725532e-15,,,,
3,mid,M_B,M0,reverse_lineage,orthogonal_procrustes,True,1.3108991934751398e-15,1.3138191023365668e-15,1.3066713386351156e-15,1.000000000000002,32,1.887379141862766e-15,2.5963004898715615e-15,1.981029971268361e-15,1.6023862835332546e-15,2.6047632217293657e-15
3,mid,M_B,M0,reverse_lineage,ridge_linear,False,1.1359775102048955e-06,1.1965523350029867e-06,1.1948701134939577e-06,1.0000043286636007,32,4.328644106377233e-06,,,,
3,mid,M_B,M0,reverse_lineage,low_rank_residual,False,7.94774761579686e-07,8.613124127229335e-07,8.593821630403717e-07,1.0000045035491316,32,4.50352884973082e-06,,,,
3,mid,M_B,M0,reverse_lineage,whitened_cca,False,4.2926285757921615e-15,4.410441426927964e-15,4.394972387277734e-15,1.0000000000000038,32,3.774758283725532e-15,,,,
3,mid,M0,M_C,forward_lineage,orthogonal_procrustes,True,1.3108991934751398e-15,1.3138191023365668e-15,1.3066713386351156e-15,1.000000000000002,32,1.887379141862766e-15,2.5963004898715615e-15,1.981029971268361e-15,1.6023862835332546e-15,2.6047632217293657e-15
3,mid,M0,M_C,forward_lineage,ridge_linear,False,1.1359775102048955e-06,1.1965523350029867e-06,1.1948701134939577e-06,1.0000043286636007,32,4.328644106377233e-06,,,,
3,mid,M0,M_C,forward_lineage,low_rank_residual,False,7.94774761579686e-07,8.613124127229335e-07,8.593821630403717e-07,1.0000045035491316,32,4.50352884973082e-06,,,,
3,mid,M0,M_C,forward_lineage,whitened_cca,False,4.2926285757921615e-15,4.410441426927964e-15,4.394972387277734e-15,1.0000000000000038,32,3.774758283725532e-15,,,,
