summary_type,scope,n_models,width,method,baseline,n_rows,n_seeds,mean_accuracy,accuracy_standard_error,mean_loss,mean_merge_degradation,mean_accuracy_delta_vs_c2m3,mean_accuracy_delta_vs_greedy_soup,symmetry_status,is_single_model,capacity_matched_to_weight_average,comparison,claim_label,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_loss_delta,accuracy_wins,accuracy_ties,accuracy_losses,sign_test_two_sided_p,fixed_settings_positive,fixed_settings_total,selector_no_test_leakage,selector_choice_counts,selector_behavior_reference,selector_chosen_test_better,selector_chosen_test_tied,selector_chosen_test_worse,mean_selected_alpha,fraction_alpha_zero,fraction_alpha_one_or_more,mean_finite_selected_tau,fraction_tau_infinite,soup_mean_ingredient_count,selected_type_examples,target,predictor,pearson,spearman,claim,claim_decision,claim_reason
method_summary,overall,all,all,c2m3_greedy_soup,,120.0,20.0,0.8475499999999999,0.0021055764961056115,0.6674955996831258,0.003908333333333333,0.041666666666666664,-0.0002250000000000002,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,c2m3_permutation,,120.0,20.0,0.8058833333333333,0.005329154306352465,0.8823898164749145,0.045575,0.0,-0.04189166666666666,exact_relu_permutation_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,ensemble_upper_bound,,120.0,20.0,0.8549666666666667,0.0015885150357091813,0.6452909780184428,-0.003508333333333333,0.04908333333333333,0.007191666666666666,extra_capacity_ensemble,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,global_monomial_greedy_soup,,120.0,20.0,0.8478999999999999,0.0020994663854516597,0.6711622438112895,0.0035583333333333326,0.04201666666666667,0.0001250000000000001,global_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,global_monomial_scale,,120.0,20.0,0.8195666666666667,0.004082564096068311,0.8639275803248089,0.03189166666666666,0.013683333333333336,-0.028208333333333325,validation_selected_global_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,greedy_soup,,120.0,20.0,0.8477750000000001,0.0020924187048520114,0.6615034363746642,0.0036833333333333327,0.04189166666666666,0.0,ordinary_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,improved_validated_selector,,120.0,20.0,0.8469666666666666,0.0021106616554332326,0.6868984681447347,0.0044916666666666655,0.04108333333333333,-0.0008083333333333322,validation_selected_single_model_or_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,monomial_scale,,120.0,20.0,0.8117416666666666,0.004980965109497905,0.8706398741086325,0.03971666666666666,0.005858333333333335,-0.036033333333333334,exact_relu_positive_scale_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,monomial_scaled_greedy_soup,,120.0,20.0,0.8476333333333332,0.0020815291908055336,0.6669472503344218,0.003825,0.041749999999999995,-0.00014166666666666679,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,optimized_monomial_greedy_soup,,120.0,20.0,0.8478083333333333,0.0021000965641841873,0.6618475830713907,0.0036499999999999996,0.04192499999999999,3.333333333333336e-05,optimized_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,optimized_monomial_scale,,120.0,20.0,0.8107416666666667,0.00473936219741454,0.7042881240526834,0.040716666666666665,0.004858333333333329,-0.037033333333333335,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,shrinkage_monomial_greedy_soup,,120.0,20.0,0.8476916666666666,0.002083138786434569,0.6689400781631469,0.0037666666666666664,0.04180833333333333,-8.333333333333341e-05,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,shrinkage_monomial_scale,,120.0,20.0,0.8196249999999999,0.004059812998480724,0.8616682685852051,0.031833333333333325,0.013741666666666671,-0.028149999999999994,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,union_candidate_soup,,120.0,20.0,0.847275,0.0020985843734644123,0.679205622291565,0.0041833333333333314,0.04139166666666665,-0.0004999999999999986,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,validated_ladder_selector,,120.0,20.0,0.8146916666666667,0.004545887972184194,0.8701036195119223,0.036766666666666656,0.008808333333333333,-0.033083333333333326,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,overall,all,all,weight_average,,120.0,20.0,0.6543166666666667,0.01093743976907519,1.517436868540446,0.19714166666666666,-0.15156666666666663,-0.19345833333333332,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,16,c2m3_greedy_soup,,20.0,20.0,0.8180999999999999,0.003363816754505912,0.8717690528869628,0.0031999999999999863,0.0784,0.0,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
